Year Created,TotalDownloads,TotalVotes,TotalViews
2016,21719.373873873872,254.8400900900901,148215.75
2017,4886.658895705522,64.17852760736196,34941.29294478527
2018,1809.117547209845,23.57511139401655,13855.64332696796
2019,928.0559165663859,12.21026875250702,7879.080625752106
2020,538.2134147900105,9.944479946831626,4947.277728074436
2021,243.16639378527137,4.7235072807078655,2502.718717341322
2022,220.59581511753152,4.918868402711778,1457.2682950009505
2023,156.97608072888622,3.307644258728757,886.965171128869
2024,72.80061503202083,1.9271535186649162,390.55933826035874
